cm151a.txt
Cost: 39
   5.133420832795063 : 0.68
   4.876749791155311 : 0.51
   4.632912301597546 : 0.62
   4.40126668651767 : 0.56
   4.181203352191787 : 0.49
   3.9721431845821984 : 0.6
   3.773536025353089 : 0.58
   3.5848592240854353 : 0.48
   3.405616262881164 : 0.54
   3.2353354497371067 : 0.48
   3.073568677250252 : 0.55
   2.9198902433877403 : 0.47
   2.773895731218354 : 0.46
   2.6352009446574365 : 0.35
   2.503440897424565 : 0.46
   2.3782688525533375 : 0.5
   2.259355409925671 : 0.41
   2.146387639429388 : 0.43
   2.039068257457919 : 0.37
   1.9371148445850233 : 0.38
   1.8402591023557724 : 0.4
   1.748246147237984 : 0.29
   1.6608338398760851 : 0.3
   1.5777921478822812 : 0.46
   1.4989025404881673 : 0.29
   1.4239574134637591 : 0.18
   1.3527595427905714 : 0.16
   1.285121565651043 : 0.15
   1.2208654873684912 : 0.23
   1.1598222130000668 : 0.23
   1.1018311023500638 : 0.17
   1.0467395472325607 : 0.13
   0.9944025698709328 : 0.1
   0.9446824413773863 : 0.14
   0.8974483193085172 : 0.11
   0.8525759033430915 : 0.09
   0.8099471081759371 : 0.13
   0.7694497527671403 : 0.08
   0.7309772651287835 : 0.13
   0.6944284018723444 : 0.11
   0.6597069817787273 : 0.07
   0.6267216326897911 : 0.1

