cm162a.txt
Cost: 80
   3.276800000000001 : 0.56
   2.621440000000001 : 0.48
   2.097152000000001 : 0.41
   1.6777216000000008 : 0.37
   1.3421772800000007 : 0.22
   1.0737418240000005 : 0.25
   0.8589934592000005 : 0.17
   0.6871947673600004 : 0.07
   0.5497558138880003 : 0.1
   0.4398046511104003 : 0.1
   0.3518437208883203 : 0.06

